recomb_multiplier	k_adapt	gamma_shape	replicate	seed
0.5	1000	0.1	31	1825253697346880500
0.5	1000	0.2	31	1798195636463751400
0.5	1000	0.4	31	877213849396120400
0.5	10000	0.1	31	760230198643905700
0.5	10000	0.2	31	134910892929687460
0.5	10000	0.4	31	710382642936909300
1	1000	0.1	31	2264977138705203500
1	1000	0.2	31	360492641769188200
1	1000	0.4	31	1320901845099404500
1	10000	0.1	31	1439672835918978300
1	10000	0.2	31	1859709225730155e3
1	10000	0.4	31	1965085387406621700
2	1000	0.1	31	1898875977736660200
2	1000	0.2	31	339636641580798200
2	1000	0.4	31	1386041880011964400
2	10000	0.1	31	2117457616725544e3
2	10000	0.2	31	1891240331085103e3
2	10000	0.4	31	1126677067477329200
4	1000	0.1	31	1569869967320859100
4	1000	0.2	31	778776130920813800
4	1000	0.4	31	2181565784839752700
4	10000	0.1	31	1542800149199322600
4	10000	0.2	31	2303269406086888400
4	10000	0.4	31	1776182992030275600
0.5	1000	0.1	32	197089127795040800
0.5	1000	0.2	32	2233782857504213e3
0.5	1000	0.4	32	1451010537590996500
0.5	10000	0.1	32	34348746807435296
0.5	10000	0.2	32	457558955019737400
0.5	10000	0.4	32	1868130125085648600
1	1000	0.1	32	1426885619262931200
1	1000	0.2	32	829105301120848400
1	1000	0.4	32	2015742657332156400
1	10000	0.1	32	2165291509366298600
1	10000	0.2	32	106488356117730830
1	10000	0.4	32	1742323695090948e3
2	1000	0.1	32	1226953916686641700
2	1000	0.2	32	416071765888054460
2	1000	0.4	32	807877892019300600
2	10000	0.1	32	1105428865594066e3
2	10000	0.2	32	347084158277785660
2	10000	0.4	32	483496552475382300
4	1000	0.1	32	1112654925337616e3
4	1000	0.2	32	1866944532546618600
4	1000	0.4	32	7.7911184195325606e+17
4	10000	0.1	32	2025040765171912e3
4	10000	0.2	32	2121199044274115e3
4	10000	0.4	32	1628708022365325300
0.5	1000	0.1	33	2016313061343110400
0.5	1000	0.2	33	1561269836627534e3
0.5	1000	0.4	33	1482773261950368800
0.5	10000	0.1	33	1242584219284088600
0.5	10000	0.2	33	1238639465944614400
0.5	10000	0.4	33	1657764770767466200
1	1000	0.1	33	1102134597067902700
1	1000	0.2	33	1725217108547415e3
1	1000	0.4	33	2294884603886337300
1	10000	0.1	33	2170756578246143500
1	10000	0.2	33	2218433019169321200
1	10000	0.4	33	1850067574547970800
2	1000	0.1	33	419952062455738200
2	1000	0.2	33	2204421887219753e3
2	1000	0.4	33	2250178043904652300
2	10000	0.1	33	1654314238697427200
2	10000	0.2	33	294286635046244500
2	10000	0.4	33	337161643204591800
4	1000	0.1	33	713330646388434400
4	1000	0.2	33	634016939147173200
4	1000	0.4	33	881221922624454e3
4	10000	0.1	33	786901841146208600
4	10000	0.2	33	561248287995392260
4	10000	0.4	33	66879486373407e4
0.5	1000	0.1	34	801465589210079600
0.5	1000	0.2	34	141819328774380860
0.5	1000	0.4	34	1368521341426921500
0.5	10000	0.1	34	1870828620831612e3
0.5	10000	0.2	34	705883228202671700
0.5	10000	0.4	34	1597928775105854500
1	1000	0.1	34	1828652802367825700
1	1000	0.2	34	2108656011850669800
1	1000	0.4	34	1133663610867374800
1	10000	0.1	34	2144710647675079200
1	10000	0.2	34	1346890170211769300
1	10000	0.4	34	2304072849944747800
2	1000	0.1	34	1684408355006305e3
2	1000	0.2	34	249628768474718100
2	1000	0.4	34	1776453176561340400
2	10000	0.1	34	961335955310168800
2	10000	0.2	34	2227431437498178800
2	10000	0.4	34	980246581546573700
4	1000	0.1	34	315081087795410560
4	1000	0.2	34	1313009012583820500
4	1000	0.4	34	748927306600798500
4	10000	0.1	34	1873251712675218400
4	10000	0.2	34	1812688659937444900
4	10000	0.4	34	1491097866310710300
0.5	1000	0.1	35	1606482824920830500
0.5	1000	0.2	35	2.5418399901503642e+17
0.5	1000	0.4	35	232067134070105570
0.5	10000	0.1	35	84624037247819970
0.5	10000	0.2	35	869004793615932800
0.5	10000	0.4	35	590345557184485800
1	1000	0.1	35	366844756173612100
1	1000	0.2	35	669842170861886e3
1	1000	0.4	35	1.5727331977519201e+18
1	10000	0.1	35	1371365686188894200
1	10000	0.2	35	394450059368552960
1	10000	0.4	35	1584941964159276500
2	1000	0.1	35	1469926288269799e3
2	1000	0.2	35	1958682093637089300
2	1000	0.4	35	1434083868862968300
2	10000	0.1	35	2239296196655297500
2	10000	0.2	35	650169594457027700
2	10000	0.4	35	769016064207276700
4	1000	0.1	35	2132828520341297200
4	1000	0.2	35	1992866013833841200
4	1000	0.4	35	2051236623180045300
4	10000	0.1	35	152217032361128450
4	10000	0.2	35	1730876575742461e3
4	10000	0.4	35	1.8999809680754719e+18
0.5	1000	0.1	36	938944304266751900
0.5	1000	0.2	36	1374615117143681e3
0.5	1000	0.4	36	1524748199149845500
0.5	10000	0.1	36	326448469123682050
0.5	10000	0.2	36	1126071591110295e3
0.5	10000	0.4	36	1929642758279762400
1	1000	0.1	36	1895893333787602e3
1	1000	0.2	36	687471275594416800
1	1000	0.4	36	638239818518468e3
1	10000	0.1	36	126867826333209700
1	10000	0.2	36	216109208860422720
1	10000	0.4	36	334296938662065660
2	1000	0.1	36	1260046004146793500
2	1000	0.2	36	1697410456211889e3
2	1000	0.4	36	723735942931844900
2	10000	0.1	36	1225222986179496e3
2	10000	0.2	36	793694751892413600
2	10000	0.4	36	564788567347333760
4	1000	0.1	36	1724419857498752500
4	1000	0.2	36	671716019261367e3
4	1000	0.4	36	774607251975226800
4	10000	0.1	36	31423845195099660
4	10000	0.2	36	1414059397337319e3
4	10000	0.4	36	1488798910852178e3
0.5	1000	0.1	37	37174039268657570
0.5	1000	0.2	37	2231135857333628200
0.5	1000	0.4	37	1813386159631810300
0.5	10000	0.1	37	510567018031310660
0.5	10000	0.2	37	789273576100180500
0.5	10000	0.4	37	269438043525387650
1	1000	0.1	37	2.2861187556346038e+17
1	1000	0.2	37	482026024489122800
1	1000	0.4	37	1564916298037140700
1	10000	0.1	37	91201417112151e4
1	10000	0.2	37	1256389842530001200
1	10000	0.4	37	84514280261822940
2	1000	0.1	37	1745305104876034e3
2	1000	0.2	37	1252380842845553400
2	1000	0.4	37	675298126140554e3
2	10000	0.1	37	431383665379328300
2	10000	0.2	37	2125558614525593600
2	10000	0.4	37	1330146160063503600
4	1000	0.1	37	121332392864051150
4	1000	0.2	37	2185330855661529300
4	1000	0.4	37	1825813978241944300
4	10000	0.1	37	2195197372045160700
4	10000	0.2	37	2154703344018396400
4	10000	0.4	37	1865946778797765600
0.5	1000	0.1	38	1009178457582209800
0.5	1000	0.2	38	782864960788275500
0.5	1000	0.4	38	2108582303106022100
0.5	10000	0.1	38	1138247117619721600
0.5	10000	0.2	38	2059294775078767e3
0.5	10000	0.4	38	608727907032367e3
1	1000	0.1	38	1630130905372704300
1	1000	0.2	38	875447883123202300
1	1000	0.4	38	2222184074547721200
1	10000	0.1	38	987490941274813600
1	10000	0.2	38	426133554525416900
1	10000	0.4	38	169097241614249440
2	1000	0.1	38	1161569424530496500
2	1000	0.2	38	2186992065931788500
2	1000	0.4	38	1570934292156542700
2	10000	0.1	38	755192069665089500
2	10000	0.2	38	425549205467405800
2	10000	0.4	38	1468055150365242600
4	1000	0.1	38	1522720957385218800
4	1000	0.2	38	1213647209229821200
4	1000	0.4	38	1837140885207512300
4	10000	0.1	38	328182387805927100
4	10000	0.2	38	2046277731920472e3
4	10000	0.4	38	559307526971847900
0.5	1000	0.1	39	890076185470160400
0.5	1000	0.2	39	1667886111646487e3
0.5	1000	0.4	39	1625851066323227e3
0.5	10000	0.1	39	1476438855201522200
0.5	10000	0.2	39	141009688143265e4
0.5	10000	0.4	39	705352039919194800
1	1000	0.1	39	2097483490172714500
1	1000	0.2	39	1311272642748555800
1	1000	0.4	39	642615173078971400
1	10000	0.1	39	422054010544135300
1	10000	0.2	39	1947355083127097900
1	10000	0.4	39	555041970818922700
2	1000	0.1	39	1650665558294802400
2	1000	0.2	39	1308948553102761200
2	1000	0.4	39	1260342493787234600
2	10000	0.1	39	742544549812878200
2	10000	0.2	39	1657162566291621400
2	10000	0.4	39	695537294662921500
4	1000	0.1	39	104040347879823060
4	1000	0.2	39	198110473408132e4
4	1000	0.4	39	515889639648440700
4	10000	0.1	39	1381970242779191800
4	10000	0.2	39	3.7421956706830637e+17
4	10000	0.4	39	1957444351533442800
0.5	1000	0.1	40	378276028192825700
0.5	1000	0.2	40	141126354690873860
0.5	1000	0.4	40	1898356846376106500
0.5	10000	0.1	40	1238338347487144700
0.5	10000	0.2	40	1808728030211904300
0.5	10000	0.4	40	1961405754836684500
1	1000	0.1	40	326662086609710460
1	1000	0.2	40	1054291353496821100
1	1000	0.4	40	848633402736974300
1	10000	0.1	40	2259896293899990800
1	10000	0.2	40	1992675204459080700
1	10000	0.4	40	162499180856175e4
2	1000	0.1	40	2030392062531365e3
2	1000	0.2	40	1210839523098150100
2	1000	0.4	40	661000197311375900
2	10000	0.1	40	122366078070806e4
2	10000	0.2	40	91298362397133e4
2	10000	0.4	40	1497371600125775e3
4	1000	0.1	40	1833008410626751500
4	1000	0.2	40	1929584178253922800
4	1000	0.4	40	1046568431112942800
4	10000	0.1	40	933246137465438800
4	10000	0.2	40	2140350730446845700
4	10000	0.4	40	101382619718928540
0.5	1000	0.1	41	932399232201446800
0.5	1000	0.2	41	1855205678891099100
0.5	1000	0.4	41	1760255383981165e3
0.5	10000	0.1	41	2132273540650877700
0.5	10000	0.2	41	2185072565799236900
0.5	10000	0.4	41	2005829908930581500
1	1000	0.1	41	1054361680772898700
1	1000	0.2	41	184794247931073540
1	1000	0.4	41	186254379473647500
1	10000	0.1	41	159430106350514600
1	10000	0.2	41	885552782939085300
1	10000	0.4	41	167463654115345060
2	1000	0.1	41	1898908331085410800
2	1000	0.2	41	1907603000994197800
2	1000	0.4	41	2064123866106488800
2	10000	0.1	41	2014008316965416e3
2	10000	0.2	41	1653406216275906600
2	10000	0.4	41	1263924943275593700
4	1000	0.1	41	711900810630156300
4	1000	0.2	41	1662297059313284e3
4	1000	0.4	41	1477844673327126500
4	10000	0.1	41	1348297051920874500
4	10000	0.2	41	492877657345431500
4	10000	0.4	41	103695976536967140
0.5	1000	0.1	42	107883121050584020
0.5	1000	0.2	42	207187442609989920
0.5	1000	0.4	42	1247578974353485e3
0.5	10000	0.1	42	1763021479688810200
0.5	10000	0.2	42	283259734750445150
0.5	10000	0.4	42	1389920808769243100
1	1000	0.1	42	1963680498331195400
1	1000	0.2	42	515832219943833200
1	1000	0.4	42	1870920172120619800
1	10000	0.1	42	11826574409728462
1	10000	0.2	42	2009508544334588e3
1	10000	0.4	42	2034733211938739700
2	1000	0.1	42	1922054103237537e3
2	1000	0.2	42	432841705423843650
2	1000	0.4	42	1344849600344930600
2	10000	0.1	42	1391311038066315800
2	10000	0.2	42	157450949676562080
2	10000	0.4	42	1275056664897084e3
4	1000	0.1	42	1817061432045544e3
4	1000	0.2	42	1906097064956209700
4	1000	0.4	42	15110337275142966
4	10000	0.1	42	202277562587517e3
4	10000	0.2	42	1211265958051344400
4	10000	0.4	42	1374117815442001700
0.5	1000	0.1	43	1.6138755124775839e+18
0.5	1000	0.2	43	973325328927526500
0.5	1000	0.4	43	270051625292075870
0.5	10000	0.1	43	462733521924193400
0.5	10000	0.2	43	1872536629965596400
0.5	10000	0.4	43	248378035980480600
1	1000	0.1	43	1007820288857653500
1	1000	0.2	43	75589033950386270
1	1000	0.4	43	967794637306639500
1	10000	0.1	43	53936259348497290
1	10000	0.2	43	149796836308001630
1	10000	0.4	43	1894822207219511e3
2	1000	0.1	43	2130011362978454800
2	1000	0.2	43	950520166435649e3
2	1000	0.4	43	1227653760885016e3
2	10000	0.1	43	2172677756266065700
2	10000	0.2	43	118714165974775e4
2	10000	0.4	43	1351204682926324700
4	1000	0.1	43	45489690975464440
4	1000	0.2	43	1562277908820732400
4	1000	0.4	43	329928034529873800
4	10000	0.1	43	1142083668977093400
4	10000	0.2	43	383487445807371140
4	10000	0.4	43	577241752655795e3
0.5	1000	0.1	44	1689604954437677e3
0.5	1000	0.2	44	1133384922634597800
0.5	1000	0.4	44	304408193259318340
0.5	10000	0.1	44	837327793999070300
0.5	10000	0.2	44	93779364378126060
0.5	10000	0.4	44	777460985227808600
1	1000	0.1	44	1266979544553203500
1	1000	0.2	44	1938634612024922600
1	1000	0.4	44	634561792049312800
1	10000	0.1	44	1645705256803860200
1	10000	0.2	44	2055555343551259600
1	10000	0.4	44	2182180562219817200
2	1000	0.1	44	2114599249544286700
2	1000	0.2	44	88454671451950960
2	1000	0.4	44	1294181669097134800
2	10000	0.1	44	1110480304318862700
2	10000	0.2	44	1493681026224475e3
2	10000	0.4	44	1298266406774977500
4	1000	0.1	44	503143128705429500
4	1000	0.2	44	764592988653010200
4	1000	0.4	44	1445978472870208e3
4	10000	0.1	44	414304568006338500
4	10000	0.2	44	917302865241511600
4	10000	0.4	44	402936372047039700
0.5	1000	0.1	45	97108803464994030
0.5	1000	0.2	45	1297765952048617500
0.5	1000	0.4	45	52235472401979270
0.5	10000	0.1	45	1052237554753033e3
0.5	10000	0.2	45	838933422200826900
0.5	10000	0.4	45	1716110351295268e3
1	1000	0.1	45	2193646130965495800
1	1000	0.2	45	795239389137260800
1	1000	0.4	45	214673214951786700
1	10000	0.1	45	1754523329939143700
1	10000	0.2	45	3.6103777175038957e+17
1	10000	0.4	45	1522838579976408300
2	1000	0.1	45	2033412959952219e3
2	1000	0.2	45	2013937404446831400
2	1000	0.4	45	2056493573920406e3
2	10000	0.1	45	1411117648585535500
2	10000	0.2	45	1915281589139473e3
2	10000	0.4	45	2151026079579416600
4	1000	0.1	45	2236565342287813e3
4	1000	0.2	45	267246511102809280
4	1000	0.4	45	2055865697135458600
4	10000	0.1	45	879508348688167600
4	10000	0.2	45	1760951805464065300
4	10000	0.4	45	2203998324942899200
0.5	1000	0.1	46	1181675961937433300
0.5	1000	0.2	46	1595974071982240300
0.5	1000	0.4	46	2022493299538312700
0.5	10000	0.1	46	971979191459154e3
0.5	10000	0.2	46	159047762852871500
0.5	10000	0.4	46	2185287427332366300
1	1000	0.1	46	1445799189105528800
1	1000	0.2	46	512264762287417600
1	1000	0.4	46	824423683627044600
1	10000	0.1	46	1374364048365074700
1	10000	0.2	46	1517601648585832e3
1	10000	0.4	46	883683168217975800
2	1000	0.1	46	1681073670339625200
2	1000	0.2	46	1903985843978870300
2	1000	0.4	46	1.3032263082931681e+18
2	10000	0.1	46	2206731022282737200
2	10000	0.2	46	2190387431235169800
2	10000	0.4	46	660508526128793e3
4	1000	0.1	46	339142685201059100
4	1000	0.2	46	953369986055578600
4	1000	0.4	46	1875437771225819100
4	10000	0.1	46	1063873414464985e3
4	10000	0.2	46	1676533119039280600
4	10000	0.4	46	396669505152118460
0.5	1000	0.1	47	2030649186678311e3
0.5	1000	0.2	47	1237892536237543700
0.5	1000	0.4	47	232483951982815e3
0.5	10000	0.1	47	1136918413699660300
0.5	10000	0.2	47	823082393136677100
0.5	10000	0.4	47	1722542347334231300
1	1000	0.1	47	324461767560261200
1	1000	0.2	47	1107954525185573200
1	1000	0.4	47	2162189956017730600
1	10000	0.1	47	425830637384606460
1	10000	0.2	47	2010817511220447200
1	10000	0.4	47	1102999335323243e3
2	1000	0.1	47	406898043672419400
2	1000	0.2	47	61578284129141464
2	1000	0.4	47	403600070210569300
2	10000	0.1	47	1227740007111467300
2	10000	0.2	47	2022676224095200800
2	10000	0.4	47	1726294860546565e3
4	1000	0.1	47	1416018533761629e3
4	1000	0.2	47	2238725237468865e3
4	1000	0.4	47	2129097549087935e3
4	10000	0.1	47	654468332995414100
4	10000	0.2	47	631130536295319400
4	10000	0.4	47	1758207409088696800
0.5	1000	0.1	48	485262299783153660
0.5	1000	0.2	48	76223254896919700
0.5	1000	0.4	48	2211609070118449200
0.5	10000	0.1	48	754134694723769500
0.5	10000	0.2	48	1833516443171397600
0.5	10000	0.4	48	2028814204045493800
1	1000	0.1	48	397695393449241e3
1	1000	0.2	48	447366400280671700
1	1000	0.4	48	465367258576538e3
1	10000	0.1	48	931440208883016400
1	10000	0.2	48	1361403049464639500
1	10000	0.4	48	1316052153928721200
2	1000	0.1	48	775101213538508800
2	1000	0.2	48	422051113178740300
2	1000	0.4	48	1843409013600447700
2	10000	0.1	48	428359566337571800
2	10000	0.2	48	1453538623974225400
2	10000	0.4	48	1426286976425571600
4	1000	0.1	48	24260151816058764
4	1000	0.2	48	248500926920882980
4	1000	0.4	48	333984124990338800
4	10000	0.1	48	454510071604872060
4	10000	0.2	48	1326375020729735200
4	10000	0.4	48	1291986273270044e3
0.5	1000	0.1	49	895607320376982100
0.5	1000	0.2	49	525603077742304450
0.5	1000	0.4	49	2080185583478319400
0.5	10000	0.1	49	1283668153099844e3
0.5	10000	0.2	49	1720711130641415400
0.5	10000	0.4	49	827348830062351900
1	1000	0.1	49	1927595525894289700
1	1000	0.2	49	89848029114149920
1	1000	0.4	49	1816928143491129300
1	10000	0.1	49	671453391654022700
1	10000	0.2	49	1753555434664588500
1	10000	0.4	49	1574043011144749800
2	1000	0.1	49	552165826364335900
2	1000	0.2	49	1142889749944977200
2	1000	0.4	49	1746101190225261e3
2	10000	0.1	49	1359685704453601800
2	10000	0.2	49	927623627606497500
2	10000	0.4	49	219810702899223e4
4	1000	0.1	49	285490222682791840
4	1000	0.2	49	1906989698680938200
4	1000	0.4	49	236617489281765060
4	10000	0.1	49	2121076798795824400
4	10000	0.2	49	184533744712817100
4	10000	0.4	49	1818287113273292300
0.5	1000	0.1	50	140709010343153570
0.5	1000	0.2	50	746761691394507400
0.5	1000	0.4	50	1823742408367404e3
0.5	10000	0.1	50	1426947487062682600
0.5	10000	0.2	50	1126560203715673500
0.5	10000	0.4	50	197665046624885540
1	1000	0.1	50	2171339102179170300
1	1000	0.2	50	65129880334814376
1	1000	0.4	50	1452040262501480700
1	10000	0.1	50	2221440617235738e3
1	10000	0.2	50	1069789554667661600
1	10000	0.4	50	1077964737360432800
2	1000	0.1	50	1003202034355754100
2	1000	0.2	50	1374914636361439e3
2	1000	0.4	50	89500722464861e4
2	10000	0.1	50	431092547971310140
2	10000	0.2	50	2302452378794687e3
2	10000	0.4	50	1.7724161073554998e+17
4	1000	0.1	50	1122159224909283800
4	1000	0.2	50	1207001718994946e3
4	1000	0.4	50	2140842182938916400
4	10000	0.1	50	1625347585867621400
4	10000	0.2	50	2086024358070186500
4	10000	0.4	50	62174010302364250
0.5	1000	0.1	51	2175416516058758700
0.5	1000	0.2	51	159345137305232e4
0.5	1000	0.4	51	645965695058411900
0.5	10000	0.1	51	1880740861792576500
0.5	10000	0.2	51	5894698974963612
0.5	10000	0.4	51	348078290772119040
1	1000	0.1	51	2058235114575598e3
1	1000	0.2	51	2117843745670639400
1	1000	0.4	51	2011975677955088400
1	10000	0.1	51	632404374124561500
1	10000	0.2	51	421437878555239800
1	10000	0.4	51	693295145821030700
2	1000	0.1	51	256949143143408480
2	1000	0.2	51	937254279949669100
2	1000	0.4	51	715333572732473500
2	10000	0.1	51	501713099635834700
2	10000	0.2	51	2145853959767618e3
2	10000	0.4	51	2082859995210065400
4	1000	0.1	51	1213777810630578e3
4	1000	0.2	51	1806812233867965e3
4	1000	0.4	51	2134998595043929300
4	10000	0.1	51	768464334955320800
4	10000	0.2	51	1674617505036933600
4	10000	0.4	51	1835210625144371500
0.5	1000	0.1	52	1146154387635506200
0.5	1000	0.2	52	2165073665866498800
0.5	1000	0.4	52	1085306075598706600
0.5	10000	0.1	52	1550216979531182600
0.5	10000	0.2	52	1001306688732465800
0.5	10000	0.4	52	1202042855639704e3
1	1000	0.1	52	1816599579550788900
1	1000	0.2	52	1483941867693057500
1	1000	0.4	52	2060916612457633e3
1	10000	0.1	52	414017107596050700
1	10000	0.2	52	993807645992439700
1	10000	0.4	52	1.1380657064936241e+18
2	1000	0.1	52	941594603898400900
2	1000	0.2	52	1627403928768745200
2	1000	0.4	52	1185726609943797800
2	10000	0.1	52	1668566252112753200
2	10000	0.2	52	13212701739785496
2	10000	0.4	52	1634382793896466e3
4	1000	0.1	52	1709512947625411600
4	1000	0.2	52	311240257121366600
4	1000	0.4	52	86558032897602050
4	10000	0.1	52	1625058055322967600
4	10000	0.2	52	339790206173705e3
4	10000	0.4	52	91752503858049490
0.5	1000	0.1	53	616748019052619e3
0.5	1000	0.2	53	1666521150257709600
0.5	1000	0.4	53	2018281605296317400
0.5	10000	0.1	53	767290137021553800
0.5	10000	0.2	53	1530072525741034e3
0.5	10000	0.4	53	137140448277435440
1	1000	0.1	53	1589365816253074200
1	1000	0.2	53	1468890694545505800
1	1000	0.4	53	1974110558282401500
1	10000	0.1	53	1584509383542294e3
1	10000	0.2	53	2211309796218089500
1	10000	0.4	53	5.6002836243329517e+17
2	1000	0.1	53	1744523408793071400
2	1000	0.2	53	2181369036874316800
2	1000	0.4	53	863057871043151700
2	10000	0.1	53	852484875656060700
2	10000	0.2	53	427335146157657500
2	10000	0.4	53	545252781371014340
4	1000	0.1	53	1791892601211948500
4	1000	0.2	53	1252772662738673700
4	1000	0.4	53	1335921258248969200
4	10000	0.1	53	2118281469720735700
4	10000	0.2	53	1067959711760615800
4	10000	0.4	53	1125667527805783200
0.5	1000	0.1	54	630507466729100200
0.5	1000	0.2	54	1041018916851939800
0.5	1000	0.4	54	966438025795200600
0.5	10000	0.1	54	1865467389688153600
0.5	10000	0.2	54	336029715520047300
0.5	10000	0.4	54	1295611511979835e3
1	1000	0.1	54	2053263224087206100
1	1000	0.2	54	1492525047398713900
1	1000	0.4	54	603691585147803900
1	10000	0.1	54	1159159839062792e3
1	10000	0.2	54	1771502434450094600
1	10000	0.4	54	1857663686230964200
2	1000	0.1	54	1713175079944157700
2	1000	0.2	54	1940880314703797500
2	1000	0.4	54	1218738818864413400
2	10000	0.1	54	1531157950753372200
2	10000	0.2	54	519020092653893100
2	10000	0.4	54	734628146518272300
4	1000	0.1	54	1502163823332000800
4	1000	0.2	54	991004051499072600
4	1000	0.4	54	251755137503701060
4	10000	0.1	54	868199204411390700
4	10000	0.2	54	205746596236341e4
4	10000	0.4	54	1222901507314294300
0.5	1000	0.1	55	1993126632038338600
0.5	1000	0.2	55	2194799162811611600
0.5	1000	0.4	55	1529192580643005700
0.5	10000	0.1	55	1673411221474108400
0.5	10000	0.2	55	1604503233956180200
0.5	10000	0.4	55	707271440297952400
1	1000	0.1	55	1256175324864910800
1	1000	0.2	55	1739983183496959e3
1	1000	0.4	55	1400128247235021300
1	10000	0.1	55	156167879753364e4
1	10000	0.2	55	2042483320016884700
1	10000	0.4	55	1297721852844096e3
2	1000	0.1	55	905409099680616400
2	1000	0.2	55	2186703459487155e3
2	1000	0.4	55	729475509637895400
